Product,Ratings,Review,Price,M.R.P,Discount,Description
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X - (16 ...",3.8,30 Ratings & 2 Reviews,"₹81,990","₹1,22,990",33% off,"Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty"
DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11...,3.9,34 Ratings & 1 Reviews,"₹46,699","₹62,989",25% off,"Intel Core 3 Processor (14th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year"
ASUS Expertbook P1 High-performance processor with 1 Yr ADP Intel Core i7 13th Gen 13620H - (32 GB/512...,4.2,197 Ratings & 26 Reviews,"₹73,990","₹1,29,990",43% off,"Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024, Microsoft 365 Basic1 Year Onsite Warranty"
ASUS ROG Strix G16 (2026) AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/N...,4.3,21 Ratings & 5 Reviews,"₹1,62,114","₹2,60,990",37% off,"AMD Ryzen 9 16 Core Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year1 Year Onsite Service"
ASUS Expertbook P3 Metal High-performance processor with 1 Yr ADP Intel Core i5 13th Gen 13420H - (16 ...,4.4,662 Ratings & 64 Reviews,"₹64,990","₹95,990",32% off,"Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
Acer Aspire 15 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) AS15 42 / A325 42 Thin ...,4.1,924 Ratings & 106 Reviews,"₹40,990","₹53,999",24% off,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
ASUS Expertbook AMD Ryzen 5 Hexa Core 150 - (16 GB/512 GB SSD/Windows 11 Home) PM1503CDA-S70546WS Lapt...,4.3,22 Ratings & 8 Reviews,"₹59,990","₹1,69,990",64% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Service
HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,4.2,"1,651 Ratings & 84 Reviews","₹59,990","₹65,387",8% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty
HP Victus(i5 14th Gen) Intel Core 5 210H - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.8,5 Ratings & 0 Reviews,"₹79,990","₹1,47,674",45% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Service
HP 15s Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0005TU Thin and Lig...,4.2,203 Ratings & 11 Reviews,"₹45,990","₹53,327",13% off,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty
DELL PRO 15 Backlit (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) PRO 15 Thin...,4.3,21 Ratings & 2 Reviews,"₹47,499","₹55,000",13% off,"AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year"
Acer Aspire 14 Office 2024 + M365 Basic Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 H...,4.3,210 Ratings & 20 Reviews,"₹64,990","₹84,999",23% off,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.6,56 Ratings & 10 Reviews,"₹70,990","₹84,990",16% off,AMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMcAfee 1 year1 Year Onsite Service
Acer Aspire 7(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,N/A,N/A,"₹74,990","₹1,29,990",42% off,Intel Core 5 Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Service
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 100e...,3.9,"1,487 Ratings & 114 Reviews","₹18,990","₹37,690",49% off,MediaTek MediaTek Kompanio 528 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 Inch) Display1 Year Carry-in Warranty
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB S...,4.4,284 Ratings & 24 Reviews,"₹63,500","₹72,990",13% off,"Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty"
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
HP 15 (i5 14th Gen) Intel Core 5 120U - (24 GB/512 GB SSD/Windows 11 Home) 15-fd0262TU Thin and Light ...,4.2,137 Ratings & 8 Reviews,"₹74,990","₹1,32,489",43% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365(1-Year Validity)1 Year Onsite Service
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.5,719 Ratings & 56 Reviews,"₹1,03,990","₹2,19,590",52% off,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
Lenovo Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,4.4,179 Ratings & 14 Reviews,"₹1,29,900","₹1,80,000",27% off,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Service
Acer Intel Core i5 - (8 GB/512 GB SSD/Windows 11 Home) TL04-51M Laptop,4.5,13 Ratings & 2 Reviews,"₹45,990","₹58,999",22% off,Intel Core i5 Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Service
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Ho...",4.3,"3,115 Ratings & 191 Reviews","₹49,990","₹50,990",1% off,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 ...,3.9,17 Ratings & 1 Reviews,"₹46,490","₹54,990",15% off,Intel Core i3 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home 20241 Year Onsite Warranty
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core Ultra 5 225H - (1...",4.4,439 Ratings & 47 Reviews,"₹74,990",N/A,N/A,"Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
ASUS ROG Strix G16 (2026) AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/N...,4.3,21 Ratings & 5 Reviews,"₹1,62,114","₹2,60,990",37% off,"AMD Ryzen 9 16 Core Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year1 Year Onsite Service"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 with Microsoft 365 for 6 Months* Snapdragon X P...",4.1,8 Ratings & 1 Reviews,"₹1,18,498",N/A,N/A,Snapdragon X Plus Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System256 GB SSD30.48 cm (12 inch) Touchscreen DisplayNA1 Year Limited Warranty
HP Essentials(i5 14th Gen) Intel Core 5 13th Gen 120U - (8 GB/1 TB SSD/Windows 11 Home) 15-FD0549TU Th...,4.7,6 Ratings & 0 Reviews,"₹58,990","₹72,053",18% off,Intel Core 5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC((i5 14th gen) Intel Core 5 210...",4.3,484 Ratings & 28 Reviews,"₹91,790","₹1,05,990",13% off,"Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite warranty"
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
Infinix Y3Plus Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL512 Laptop,N/A,N/A,"₹39,990","₹54,990",27% off,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 365 ( 1 Month Trail)1 Year Onsite Service
MSI Modern 14 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-437IN Th...,4.3,117 Ratings & 11 Reviews,"₹50,990","₹70,990",28% off,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC with 1Yr ADP Snapdragon X - (16 GB/512 GB ...,4.4,"1,117 Ratings & 101 Reviews","₹57,990","₹88,390",34% off,Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty
MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T...,4.2,232 Ratings & 17 Reviews,"₹52,990","₹73,990",28% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student�20211 Year On-Site Warranty
Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,4.1,"2,484 Ratings & 215 Reviews","₹62,990","₹69,990",10% off,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty
ASUS ROG Zephyrus G16 OLED (2026) Intel Core Ultra 9 386H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Grap...,N/A,N/A,"₹4,89,990","₹5,93,990",17% off,"Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Home Operating System2 TB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year, Xbox Game Pass for 2 months1 Year Onsite Service"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) 14 C7M-283IN / 14 C7M-4...,4.4,336 Ratings & 25 Reviews,"₹48,990","₹66,990",26% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 2021 included1 Year Carry-in Warranty
HP 15 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0665TU / 15-fd0640TU /...,4.2,137 Ratings & 8 Reviews,"₹54,990","₹69,629",21% off,Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty
DELL 15 (Previously Inspiron) (2026) AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ...,4.3,"3,464 Ratings & 234 Reviews","₹61,990","₹76,478",18% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Onsite Warranty
MSI Modern 14 C13M Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-115...,4.2,124 Ratings & 13 Reviews,"₹39,990","₹58,990",32% off,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student�20211 Year On-Site Warranty
Samsung Galaxy Book3 Pro EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) NP...,4.6,23 Ratings & 0 Reviews,"₹90,990","₹1,83,254",50% off,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
MSI Cyborg 15 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.4,9 Ratings & 0 Reviews,"₹97,990","₹1,19,990",18% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty
Samsung Galaxy Book3 Pro EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) ...,4.6,23 Ratings & 0 Reviews,"₹79,990","₹1,65,590",51% off,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
DELL 15 (Previously Inspiron) (2025) Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core 7530U - (16 GB/5...,4.3,"3,464 Ratings & 234 Reviews","₹52,990","₹69,695",23% off,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Warranty
Acer Aspire 7 (i7 14th Gen) Intel Core 7 240H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,3.7,26 Ratings & 3 Reviews,"₹75,990","₹94,999",20% off,Intel Core 7 Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Warranty
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
Lenovo IdeaPad Slim 3 (Gen 11) Next-gen AI PC Intel Core Ultra 5 Series 3 322 - (16 GB/512 GB SSD/Wind...,5,3 Ratings & 2 Reviews,"₹89,990","₹1,80,690",50% off,NAIntel Core Ultra 5 Processor (Series 3)16 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) Display1 Year Onsite Service
Lenovo Legion Pro 5 WQXGA OLED Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphic...,5,9 Ratings & 0 Reviews,"₹2,29,990","₹2,93,890",21% off,Intel Core Ultra 9 Processor32 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayOffice Home 2024 + Lenovo AI Now1 Year Onsite Service
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
